AlertId,Timestamp,SourceNodeId,SourceNodeType,AlertType,Severity,Description,OpticalPowerDbm,BitErrorRate,CPUUtilPct,PacketLossPct
ALT-20260206-751314,2026-02-06T14:34:50.917Z,CORE-MEL-01,CoreRouter,HIGH_CPU,MAJOR,Routing reconvergence — transient packet loss,-2.6,6.363e-12,69.6,10.96
ALT-20260206-844466,2026-02-06T14:34:52.372Z,CORE-SYD-01,CoreRouter,HIGH_CPU,MAJOR,Customer impact ongoing — ticket escalation recommended,-3.0,3.509e-12,68.9,14.47
ALT-20260206-280821,2026-02-06T14:34:58.380Z,VPN-ACME-CORP,Service,SERVICE_DEGRADATION,CRITICAL,Sustained service degradation — primary path unavailable,-2.2,7.732e-12,73.9,8.44
ALT-20260206-106752,2026-02-06T14:37:04.233Z,LINK-SYD-AGG-SOUTH-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 1.5% — brief convergence spike,-3.2,2.729e-12,25.2,0.001
ALT-20260206-177433,2026-02-06T14:37:09.497Z,LINK-SYD-AGG-NORTH-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 0.6% — brief convergence spike,-2.7,5.053e-12,27.7,0.001
ALT-20260206-574686,2026-02-06T14:37:43.056Z,LINK-SYD-AGG-NORTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.9,4.942e-12,20.4,0.001
ALT-20260206-815025,2026-02-06T14:37:59.006Z,LINK-BNE-AGG-CENTRAL-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 1.1% — brief convergence spike,-3.0,5.290e-12,17.9,0.375
ALT-20260206-003907,2026-02-06T14:38:09.750Z,GNB-SYD-2042,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 1.24% — transient microloop,-2.4,5.191e-12,22.2,0.001
ALT-20260206-262219,2026-02-06T14:38:09.972Z,GNB-MEL-3011,BaseStation,HIGH_CPU,MINOR,CPU utilisation 1.3% — brief convergence spike,-2.4,6.067e-12,43.2,0.525
ALT-20260206-431714,2026-02-06T14:40:37.494Z,LINK-BNE-AGG-SOUTH-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.34% — transient microloop,-3.7,4.743e-12,10,0.979
ALT-20260206-641453,2026-02-06T14:40:46.218Z,GNB-SYD-2041,BaseStation,HIGH_CPU,MINOR,CPU utilisation 0.6% — brief convergence spike,-2.1,8.154e-12,65.6,0.429
ALT-20260206-753102,2026-02-06T14:43:58.010Z,LINK-SYD-MEL-FIBRE-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 1.0% — brief convergence spike,-2.7,8.898e-12,25.2,0.001
ALT-20260206-330737,2026-02-06T14:47:25.839Z,LINK-SYD-AGG-NORTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.7,7.747e-12,30.1,0.172
ALT-20260206-903716,2026-02-06T14:47:26.058Z,GNB-BNE-4012,BaseStation,HIGH_CPU,MINOR,CPU utilisation 0.8% — brief convergence spike,-3.0,1.000e-14,19.7,0.001
ALT-20260206-142448,2026-02-06T14:47:53.266Z,LINK-SYD-BNE-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.1,7.366e-12,25.5,0.433
ALT-20260206-921739,2026-02-06T14:48:47.500Z,LINK-SYD-BNE-FIBRE-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 1.4% — brief convergence spike,-2.9,4.269e-12,19.7,0.354
ALT-20260206-067757,2026-02-06T14:49:29.137Z,LINK-BNE-AGG-CENTRAL-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 1.07% — transient microloop,-3.9,6.552e-12,11.3,0.509
ALT-20260206-806674,2026-02-06T14:50:15.970Z,LINK-SYD-MEL-FIBRE-02,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-3.3,6.394e-12,38.3,0.001
ALT-20260206-986349,2026-02-06T14:51:36.172Z,LINK-SYD-AGG-NORTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.1,2.861e-12,32.4,0.164
ALT-20260206-394735,2026-02-06T14:53:46.602Z,LINK-SYD-AGG-NORTH-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 1.5% — brief convergence spike,-2.3,8.953e-12,54.7,0.27
ALT-20260206-000849,2026-02-06T14:56:03.784Z,GNB-SYD-2042,BaseStation,HIGH_CPU,MINOR,CPU utilisation 0.4% — brief convergence spike,-3.0,9.361e-13,48.7,0.024
ALT-20260206-280297,2026-02-06T14:56:21.264Z,LINK-MEL-AGG-WEST-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-1.9,2.626e-12,43.7,0.403
ALT-20260206-930187,2026-02-06T14:57:20.313Z,GNB-BNE-4011,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.2,1.170e-11,37.7,0.177
ALT-20260206-298746,2026-02-06T14:59:17.006Z,LINK-MEL-AGG-WEST-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-3.0,9.502e-12,31.5,0.378
ALT-20260206-725516,2026-02-06T15:02:04.720Z,LINK-MEL-BNE-FIBRE-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 1.0% — brief convergence spike,-1.8,5.695e-12,29.8,0.027
ALT-20260206-923694,2026-02-06T15:03:57.297Z,LINK-SYD-BNE-FIBRE-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 1.2% — brief convergence spike,-2.9,1.993e-12,44.4,0.63
ALT-20260206-370087,2026-02-06T15:04:01.752Z,LINK-MEL-BNE-FIBRE-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.53% — transient microloop,-2.8,8.199e-12,28.5,0.524
ALT-20260206-270939,2026-02-06T15:06:43.830Z,GNB-MEL-3021,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.1,6.550e-12,39.5,0.47
ALT-20260206-140331,2026-02-06T15:07:06.685Z,LINK-MEL-AGG-WEST-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 1.0% — brief convergence spike,-2.2,1.013e-11,38.3,0.001
ALT-20260206-298442,2026-02-06T15:08:49.009Z,GNB-BNE-4011,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.7,3.307e-12,28.6,0.106
ALT-20260206-174470,2026-02-06T15:12:25.049Z,GNB-SYD-2041,BaseStation,HIGH_CPU,MINOR,CPU utilisation 0.8% — brief convergence spike,-2.9,7.661e-12,44.8,0.079
ALT-20260206-239616,2026-02-06T15:13:35.954Z,GNB-SYD-2042,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.80% — transient microloop,-3.4,4.468e-12,39.5,0.521
ALT-20260206-368125,2026-02-06T15:13:53.451Z,GNB-SYD-2042,BaseStation,HIGH_CPU,MINOR,CPU utilisation 0.8% — brief convergence spike,-3.4,6.903e-12,60.8,0.328
ALT-20260206-054938,2026-02-06T15:14:16.380Z,GNB-SYD-2042,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.86% — transient microloop,-2.1,6.659e-12,32.1,0.556
ALT-20260206-729424,2026-02-06T15:15:02.185Z,LINK-MEL-BNE-FIBRE-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.74% — transient microloop,-3.3,6.932e-12,49.9,0.714
ALT-20260206-331318,2026-02-06T15:17:12.372Z,LINK-SYD-MEL-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.3,3.215e-12,45.8,0.22
ALT-20260206-652358,2026-02-06T15:17:56.941Z,LINK-SYD-MEL-FIBRE-02,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-3.2,6.454e-12,39.6,0.266
ALT-20260206-473179,2026-02-06T15:18:22.933Z,GNB-BNE-4012,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.90% — transient microloop,-3.2,1.000e-14,29.8,0.001
ALT-20260206-951397,2026-02-06T15:20:41.229Z,LINK-BNE-AGG-SOUTH-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 0.6% — brief convergence spike,-3.2,7.041e-12,47.2,0.223
ALT-20260206-620254,2026-02-06T15:20:50.718Z,LINK-BNE-AGG-SOUTH-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 1.0% — brief convergence spike,-2.7,9.523e-12,40.9,0.166
ALT-20260206-253493,2026-02-06T15:24:02.204Z,LINK-SYD-MEL-FIBRE-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 0.7% — brief convergence spike,-2.3,3.665e-12,43.7,0.249
ALT-20260206-604024,2026-02-06T15:25:59.709Z,LINK-BNE-AGG-CENTRAL-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.2,4.721e-12,26.9,0.411
ALT-20260206-401481,2026-02-06T15:26:34.457Z,GNB-MEL-3021,BaseStation,HIGH_CPU,MINOR,CPU utilisation 1.4% — brief convergence spike,-3.3,1.000e-14,13.1,0.462
ALT-20260206-587948,2026-02-06T15:27:02.769Z,LINK-SYD-AGG-SOUTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-4.2,4.986e-12,29.2,0.765
ALT-20260206-977866,2026-02-06T15:28:07.155Z,LINK-SYD-AGG-NORTH-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.30% — transient microloop,-1.9,2.023e-12,29.1,0.175
ALT-20260206-307073,2026-02-06T15:28:32.626Z,LINK-MEL-BNE-FIBRE-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 0.3% — brief convergence spike,-3.0,1.065e-12,18.4,0.676
ALT-20260206-816227,2026-02-06T15:28:32.737Z,GNB-MEL-3011,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.67% — transient microloop,-2.5,7.041e-12,46.4,0.141
ALT-20260206-999978,2026-02-06T15:29:41.854Z,LINK-SYD-MEL-FIBRE-02,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.1,4.695e-12,52.0,0.13
ALT-20260206-991005,2026-02-06T15:29:51.331Z,LINK-BNE-AGG-SOUTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.5,7.704e-12,35.1,0.839
ALT-20260206-667656,2026-02-06T15:31:27.141Z,GNB-MEL-3011,BaseStation,HIGH_CPU,MINOR,CPU utilisation 1.0% — brief convergence spike,-2.5,3.030e-12,31.9,0.001
ALT-20260206-932404,2026-02-06T15:31:37.912Z,LINK-BNE-AGG-SOUTH-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.44% — transient microloop,-2.5,8.524e-13,24.3,0.451
ALT-20260206-317012,2026-02-06T15:31:51.288Z,GNB-SYD-2041,BaseStation,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.7,6.461e-12,37.9,0.552
ALT-20260206-098478,2026-02-06T15:35:20.151Z,LINK-SYD-AGG-SOUTH-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.36% — transient microloop,-3.3,7.288e-12,44.4,0.117
ALT-20260206-878491,2026-02-06T15:38:20.808Z,LINK-MEL-BNE-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.6,3.760e-12,48.0,0.001
ALT-20260206-494628,2026-02-06T15:38:44.464Z,GNB-SYD-2043,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.81% — transient microloop,-3.4,1.056e-11,32.1,0.001
ALT-20260206-268430,2026-02-06T15:38:57.583Z,LINK-SYD-AGG-SOUTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.5,8.862e-12,30.6,0.059
ALT-20260206-282207,2026-02-06T15:39:48.482Z,LINK-SYD-MEL-FIBRE-02,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.3,9.468e-12,35.2,0.352
ALT-20260206-545898,2026-02-06T15:40:00.993Z,LINK-SYD-BNE-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.5,3.575e-12,11.2,0.771
ALT-20260206-234519,2026-02-06T15:43:20.602Z,GNB-SYD-2042,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.5,2.863e-12,23.7,0.01
ALT-20260206-974886,2026-02-06T15:44:28.262Z,GNB-SYD-2041,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 1.12% — transient microloop,-3.1,3.354e-12,26.8,0.283
ALT-20260206-033013,2026-02-06T15:44:29.565Z,GNB-MEL-3011,BaseStation,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-3.1,2.937e-12,36.4,0.736
ALT-20260206-960825,2026-02-06T15:46:38.438Z,GNB-SYD-2042,BaseStation,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.6,2.633e-12,20.5,0.188
ALT-20260206-247687,2026-02-06T15:51:57.032Z,LINK-SYD-MEL-FIBRE-02,TransportLink,HIGH_CPU,MINOR,CPU utilisation 1.0% — brief convergence spike,-1.8,2.481e-12,17.1,0.393
ALT-20260206-180335,2026-02-06T15:52:42.282Z,GNB-BNE-4012,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.75% — transient microloop,-3.2,6.184e-12,31.6,0.461
ALT-20260206-423239,2026-02-06T15:53:24.897Z,GNB-MEL-3021,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 1.45% — transient microloop,-3.5,4.203e-12,42.3,0.307
ALT-20260206-633404,2026-02-06T15:56:03.478Z,LINK-MEL-AGG-EAST-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.9,3.715e-12,29.0,1.011
ALT-20260206-046686,2026-02-06T15:57:42.237Z,LINK-MEL-AGG-WEST-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-3.2,5.561e-12,24.4,0.659
ALT-20260206-267196,2026-02-06T15:59:11.076Z,LINK-BNE-AGG-CENTRAL-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.6,5.472e-12,42.6,0.497
ALT-20260206-907194,2026-02-06T15:59:30.748Z,LINK-SYD-MEL-FIBRE-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 0.4% — brief convergence spike,-2.7,4.198e-12,31.8,0.454
ALT-20260206-377922,2026-02-06T15:59:57.460Z,GNB-MEL-3012,BaseStation,HIGH_CPU,MINOR,CPU utilisation 1.3% — brief convergence spike,-2.5,2.524e-12,54.8,0.103
ALT-20260206-469181,2026-02-06T16:00:45.157Z,LINK-MEL-AGG-EAST-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 1.18% — transient microloop,-3.0,7.802e-12,55.7,0.001
ALT-20260206-385430,2026-02-06T16:01:01.651Z,GNB-SYD-2041,BaseStation,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-1.5,6.123e-12,44.6,0.18
ALT-20260206-718577,2026-02-06T16:05:48.942Z,GNB-MEL-3021,BaseStation,HIGH_CPU,MINOR,CPU utilisation 0.5% — brief convergence spike,-2.9,4.357e-12,51.8,0.208
ALT-20260206-644370,2026-02-06T16:11:10.165Z,LINK-SYD-MEL-FIBRE-02,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.66% — transient microloop,-3.1,4.451e-12,42.2,0.023
ALT-20260206-355305,2026-02-06T16:11:40.694Z,LINK-SYD-AGG-NORTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-3.1,9.822e-13,22.9,0.646
ALT-20260206-212640,2026-02-06T16:12:01.458Z,GNB-SYD-2042,BaseStation,HIGH_CPU,MINOR,CPU utilisation 1.0% — brief convergence spike,-3.0,6.180e-12,24.7,0.387
ALT-20260206-645290,2026-02-06T16:12:45.513Z,GNB-SYD-2043,BaseStation,HIGH_CPU,MINOR,CPU utilisation 0.8% — brief convergence spike,-3.0,9.104e-12,34.6,0.251
ALT-20260206-990590,2026-02-06T16:13:41.836Z,LINK-MEL-AGG-WEST-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 1.42% — transient microloop,-2.4,7.741e-12,35.8,0.278
ALT-20260206-445911,2026-02-06T16:14:02.964Z,LINK-SYD-AGG-SOUTH-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 0.3% — brief convergence spike,-2.7,7.984e-12,46.4,0.001
ALT-20260206-697551,2026-02-06T16:15:20.692Z,GNB-SYD-2043,BaseStation,HIGH_CPU,MINOR,CPU utilisation 1.5% — brief convergence spike,-2.9,1.926e-12,21.0,0.001
ALT-20260206-420053,2026-02-06T16:17:11.992Z,LINK-MEL-AGG-WEST-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.3,5.413e-12,40.1,0.626
ALT-20260206-070151,2026-02-06T16:17:26.313Z,LINK-SYD-AGG-SOUTH-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 0.9% — brief convergence spike,-3.7,5.213e-12,32.2,0.005
ALT-20260206-963467,2026-02-06T16:17:58.752Z,GNB-MEL-3012,BaseStation,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.7,3.854e-12,29.4,0.293
ALT-20260206-403262,2026-02-06T16:18:11.133Z,GNB-BNE-4011,BaseStation,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.6,8.587e-12,29.7,0.091
ALT-20260206-986962,2026-02-06T16:18:20.281Z,LINK-BNE-AGG-SOUTH-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 0.8% — brief convergence spike,-2.4,7.753e-12,25.2,0.344
ALT-20260206-944113,2026-02-06T16:20:44.184Z,LINK-SYD-MEL-FIBRE-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 0.7% — brief convergence spike,-2.5,9.641e-13,17.6,0.345
ALT-20260206-122104,2026-02-06T16:22:54.531Z,GNB-BNE-4011,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 1.25% — transient microloop,-3.0,8.567e-12,40.9,0.968
ALT-20260206-063466,2026-02-06T16:23:19.056Z,GNB-MEL-3021,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.39% — transient microloop,-2.5,4.457e-12,29.6,0.656
ALT-20260206-946702,2026-02-06T16:23:34.950Z,LINK-SYD-MEL-FIBRE-02,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.1,8.170e-12,24.7,0.849
ALT-20260206-298724,2026-02-06T16:27:12.369Z,GNB-BNE-4012,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.1,2.602e-13,31.0,0.317
ALT-20260206-556871,2026-02-06T16:28:45.275Z,LINK-SYD-AGG-NORTH-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.70% — transient microloop,-3.5,4.610e-12,28.4,0.315
ALT-20260206-955051,2026-02-06T16:28:47.648Z,LINK-MEL-AGG-WEST-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 1.2% — brief convergence spike,-2.5,7.761e-12,45.8,0.792
ALT-20260206-317130,2026-02-06T16:29:06.652Z,GNB-MEL-3011,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.4,8.481e-12,24.1,0.552
ALT-20260206-136455,2026-02-06T16:31:44.765Z,GNB-MEL-3012,BaseStation,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-3.7,8.370e-12,28.2,0.725
ALT-20260206-807680,2026-02-06T16:34:35.116Z,LINK-MEL-BNE-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.6,1.844e-12,13.8,0.001
ALT-20260206-936067,2026-02-06T16:37:19.244Z,GNB-SYD-2042,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.8,1.766e-12,41.1,0.91
ALT-20260206-950518,2026-02-06T16:38:14.875Z,LINK-MEL-BNE-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.4,6.720e-12,40.5,0.001
ALT-20260206-174967,2026-02-06T16:39:15.086Z,LINK-BNE-AGG-CENTRAL-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-3.1,6.247e-12,33.9,0.31
ALT-20260206-161336,2026-02-06T16:40:16.594Z,LINK-SYD-AGG-NORTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.3,5.066e-12,48.3,0.565
ALT-20260206-467487,2026-02-06T16:40:21.756Z,GNB-MEL-3011,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.1,8.119e-12,57.6,0.458
ALT-20260206-029540,2026-02-06T16:40:42.292Z,LINK-MEL-BNE-FIBRE-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 0.3% — brief convergence spike,-2.8,5.896e-12,30.7,0.001
ALT-20260206-689271,2026-02-06T16:42:07.202Z,GNB-MEL-3021,BaseStation,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-3.8,8.332e-12,34.5,0.768
ALT-20260206-518495,2026-02-06T16:42:33.900Z,GNB-SYD-2043,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.0,7.814e-12,26.2,0.422
ALT-20260206-904195,2026-02-06T16:43:45.846Z,LINK-SYD-MEL-FIBRE-02,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-3.3,7.482e-12,34.7,0.285
ALT-20260206-352047,2026-02-06T16:45:19.465Z,GNB-BNE-4011,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.1,2.320e-12,19.2,0.001
ALT-20260206-775923,2026-02-06T16:47:40.128Z,LINK-MEL-BNE-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.5,4.953e-12,33.8,0.733
ALT-20260206-301713,2026-02-06T16:48:17.961Z,LINK-SYD-AGG-SOUTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.8,6.570e-12,32.8,0.912
ALT-20260206-732453,2026-02-06T16:50:21.682Z,LINK-SYD-AGG-NORTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.8,1.164e-11,11.9,0.119
ALT-20260206-017679,2026-02-06T16:50:36.760Z,GNB-MEL-3012,BaseStation,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.9,8.090e-12,43.6,0.26
ALT-20260206-917810,2026-02-06T16:50:47.880Z,GNB-SYD-2042,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.99% — transient microloop,-2.9,3.470e-12,21.5,0.001
ALT-20260206-709627,2026-02-06T16:52:13.405Z,LINK-SYD-BNE-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.7,9.848e-12,36.6,0.61
ALT-20260206-388184,2026-02-06T16:53:46.376Z,LINK-MEL-BNE-FIBRE-01,TransportLink,HIGH_CPU,MINOR,CPU utilisation 0.3% — brief convergence spike,-4.7,7.072e-12,46.8,0.247
ALT-20260206-517587,2026-02-06T16:54:00.333Z,GNB-MEL-3011,BaseStation,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.3,1.178e-11,51.1,0.001
ALT-20260206-575106,2026-02-06T16:55:03.721Z,GNB-BNE-4011,BaseStation,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-1.3,1.249e-11,46.9,0.546
ALT-20260206-928926,2026-02-06T16:55:20.974Z,LINK-SYD-MEL-FIBRE-02,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.3,7.356e-12,23.9,0.15
ALT-20260206-634155,2026-02-06T16:55:37.962Z,LINK-SYD-AGG-SOUTH-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-4.3,7.305e-12,27.5,0.356
ALT-20260206-415791,2026-02-06T16:56:04.666Z,LINK-SYD-AGG-NORTH-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.38% — transient microloop,-3.0,1.516e-12,54.7,0.339
ALT-20260206-307795,2026-02-06T16:57:39.784Z,GNB-SYD-2042,BaseStation,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.61% — transient microloop,-2.4,8.602e-12,42.9,0.409
ALT-20260206-008772,2026-02-06T16:57:53.853Z,LINK-SYD-MEL-FIBRE-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 0.47% — transient microloop,-2.7,3.297e-12,32.6,0.132
ALT-20260206-585681,2026-02-06T16:59:25.560Z,GNB-BNE-4011,BaseStation,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.6,4.006e-12,19.4,0.255
ALT-20260206-342163,2026-02-06T16:59:43.484Z,LINK-SYD-BNE-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.9,6.156e-12,32.8,0.826
ALT-20260206-976983,2026-02-06T17:00:05.659Z,LINK-BNE-AGG-CENTRAL-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-3.2,7.094e-12,38.0,0.001
ALT-20260206-974428,2026-02-06T17:01:15.079Z,GNB-SYD-2041,BaseStation,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.9,9.201e-12,27.8,0.481
ALT-20260206-166765,2026-02-06T17:01:32.944Z,GNB-MEL-3021,BaseStation,HIGH_CPU,MINOR,CPU utilisation 0.5% — brief convergence spike,-1.6,1.000e-14,43.7,0.577
ALT-20260206-210749,2026-02-06T17:01:47.842Z,LINK-SYD-BNE-FIBRE-01,TransportLink,DUPLICATE_ALERT,MINOR,Periodic keepalive timeout — auto-recovered,-2.9,1.085e-12,49.6,0.684
ALT-20260206-051766,2026-02-06T17:02:09.314Z,LINK-SYD-MEL-FIBRE-02,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-2.8,6.461e-12,23.2,0.363
ALT-20260206-925802,2026-02-06T17:03:26.375Z,LINK-BNE-AGG-CENTRAL-01,TransportLink,DUPLICATE_ALERT,MINOR,Duplicate alarm suppressed — flapping interface,-3.1,5.932e-12,27.5,0.008
ALT-20260206-034294,2026-02-06T17:03:27.796Z,LINK-SYD-BNE-FIBRE-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 1.36% — transient microloop,-3.1,6.212e-12,35.6,0.686
ALT-20260206-933413,2026-02-06T17:03:55.024Z,LINK-SYD-AGG-NORTH-01,TransportLink,PACKET_LOSS_THRESHOLD,MINOR,Packet loss 1.10% — transient microloop,-2.6,3.136e-12,23.9,0.025
